Word,Dim-1,Dim-2,Dim-3,Dim-4,Dim-5
base,0.16634873245555382,0.1924381344553816,0.45698845425418066,0.7287465446819553,0.8880068420887592
bdepart,0.1883890720014798,0.9336498024427177,0.4758105690885628,0.4840798643943689,0.18408687735798035
bean,0.7861144449321793,0.23991349671361484,0.6409099844669085,0.9633387432863665,0.4610908779994023
benvironment,0.740365988820188,0.618459557329807,0.2037891672768084,0.0968388036448522,0.17743767827583967
bfaculti,0.6000697527552142,0.4202325569288755,0.4026463819777738,0.6273171088401955,0.36031716077915943
biolog,0.30346958540249924,0.7557901454627506,0.1710430490767949,0.7526654783183993,0.9422346722370892
box,0.025106439326058827,0.16401438836903193,0.035989779488990625,0.86765019689901,0.9765760701665415
bridg,0.5929311585450285,0.10658316619650154,0.17324309255132486,0.4196521369545603,0.07971942216941308
brwth,0.32157057675941925,0.2685925497829118,0.38494646908948427,0.039002033297100724,0.8136305816963723
bschool,0.11340723068545178,0.9219118089002181,0.03662089173592553,0.030103474397554342,0.42344255355478577
c,0.8201177131963693,0.568337972849296,0.039665280686063786,0.14621164483281845,0.003541459917278611
cao,0.06681743674335261,0.6473906544575557,0.6992858322582749,0.10804703729693688,0.5881918794314355
cengin,0.3293821514107259,0.8398381889743172,0.8415103884617285,0.5394408728120489,0.8971624223571019
center,0.3412534231728326,0.8863769960950396,0.44513378018627414,0.6506979017761372,0.5712940612641123
changsha,0.12893716586299453,0.6448536772302693,0.3278140543773831,0.6487509657067111,0.2993724753508481
china,0.09208853653863336,0.3684973673242702,0.8334204482124611,0.3813557711376402,0.4435021039825714
civil,0.8498354159664008,0.7567392057425318,0.6681518070156355,0.4342330534816361,0.4818568261909355
climat,0.7206778043950519,0.18247203849959492,0.9899859324487904,0.6334007750236132,0.5333774002281945
cnphase,0.45962610823943306,0.4343939547118676,0.9367099393097161,0.2140045913685159,0.5643236126280118
cocs,0.9683066760942901,0.32085771737136737,0.6441022781499119,0.5088029601854851,0.7829108399852942
colleg,0.15077121777191982,0.3468429782433181,0.5744076341429523,0.34434435930353724,0.351257130509528
com,0.42904284645874147,0.9526385271974649,0.6988153087945003,0.9644691582837143,0.5895863767059528
commun,0.01097210705601237,0.6921720478461253,0.4476555275506454,0.47819094846759225,0.6928147129182912
comput,0.07262385754877754,0.29842747065778463,0.07345549084695802,0.4397491038039484,0.8334498618752619
content,0.5588831208742164,0.10894558078533223,0.49059064368889493,0.06390658522128168,0.5197794094602104
control,0.7629632491070968,0.8179250360133964,0.04700203601787867,0.18948454417852822,0.5229912516584406
correl,0.770388388130197,0.3689247865307851,0.38451847283921603,0.18334641316438005,0.8382742880510808
correspond,0.49601249898868827,0.7250692405280628,0.31302177795476227,0.10781101962492146,0.42869165139137344
covid,0.41922199011941297,0.24804760015693728,0.39476281797361557,0.5033021036914525,0.5428401584752476
crop,0.2361979109153084,0.4059255714305584,0.9305136560366799,0.8895479939203169,0.3292493403798239
cultiv,0.7768915611811049,0.8632415364617291,0.5551522729127485,0.9871018155913811,0.7776763232626602
dasguptab,0.15038038903407214,0.8029921032033911,0.20179225284387947,0.825016887659544,0.6365829048857182
data,0.9440726477471181,0.2789523613570857,0.738203559530201,0.7815186796945219,0.5295378521574469
denga,0.27889747341415083,0.43024664142287994,0.24598615153283065,0.5291675857396914,0.9717912948519646
dengd,0.043164003928007344,0.030490949978418502,0.43480791907288485,0.31119516902660393,0.3376666315621374
denni,0.22626352401317196,0.06388732257078955,0.5476786451075292,0.889869689746074,0.3558770444088758
deriv,0.13589772239338793,0.16896157862939687,0.9962217080258615,0.7220442621910035,0.5134931967337408
devotha,0.2683238533615171,0.6803716725017747,0.16997496671042256,0.06874829919675962,0.18382306279133054
didaa,0.32621043924486526,0.042001324853836675,0.02875896754347751,0.9861072423201095,0.980896066553102
diseas,0.36375653593245183,0.39668348596898384,0.6370567281204075,0.46904546386783963,0.7223667267675736
donga,0.9351675535658968,0.534841940028918,0.7192750517540077,0.5817044823766386,0.0786412872165092
driven,0.5319915951951244,0.5389200890168719,0.6190203879332647,0.3531058368161777,0.11797208118814573
driver,0.7900962449906304,0.6221540885598233,0.24628473852570976,0.46675019838709564,0.8944469427599687
drought,0.28239566717428133,0.7037934883400653,0.8744625176256894,0.09435641799078387,0.37591520018240776
dynam,0.48030382475110944,0.9338941794587228,0.14267417886063682,0.9300295256776285,0.3976686871142535
e,0.3990461143337505,0.6385858951883908,0.9083956663797124,0.39027114523780904,0.7454010598007696
edu,0.3806656811309447,0.7203519531406167,0.5720944433089692,0.4912400726563685,0.028621128092159775
engin,0.9940647716901605,0.285636687853455,0.1638845162799506,0.30510107157132593,0.7284631125180493
ensa,0.7630197899603817,0.563544697766208,0.8763338156390668,0.6102140525790525,0.5267142460478184
equip,0.3995699136693478,0.3407004893242237,0.38336222560060207,0.15774432534390892,0.544727133863449
estim,0.7554079383553237,0.22055343143369077,0.8206972987086562,0.693769603526966,0.5718185840151034
european,0.9953111937380957,0.045369640245961906,0.5823780958294345,0.385953564787186,0.7085318066540587
ey,0.11104434750181102,0.3069271635244627,0.8712238002575833,0.4688605327330735,0.8709637932645224
f,0.9329842468616808,0.6842356790212171,0.1130000926912954,0.7359754638068239,0.21691672764917247
factor,0.39179087675358015,0.4096886814118932,0.61382494947967,0.9478597743391576,0.8793492633200332
faculti,0.04805618950476176,0.5759285082994304,0.13231472910876596,0.9004848462213608,0.6922741451470646
farm,0.9817585764436086,0.9801641417803796,0.6586217181365128,0.4476389408488701,0.1776071178395876
featur,0.020617144863972592,0.35851341182902974,0.6111346299042477,0.5779736578963955,0.6799407273120746
field,0.7519760989645522,0.6443617014903288,0.16006976218374114,0.9597534984804781,0.4465723122541223
food,0.6833733038021487,0.02378185506113517,0.9900093890804906,0.2854616017822196,0.640446539005618
forest,0.41803956063777514,0.01079065033060811,0.5506248956188815,0.5269218391348711,0.32076648802345387
fu,0.12841220153744204,0.9486515722520076,0.1019863314634345,0.7362954030124403,0.4773469396150225
fuchu,0.6990443573415176,0.41637153008835726,0.6239550620789651,0.5451302198298531,0.6969275342007786
g,0.618938261468728,0.40063472355378515,0.5275299014293072,0.3231873143172571,0.6420262643257676
gakuen,0.7226467463843671,0.5890191911948984,0.597931714379958,0.1432894681837471,0.22766741149785608
gangyang,0.6337364100515478,0.10993755597156862,0.38876352169736084,0.9921851480980142,0.2468747963349125
garga,0.9828992693102324,0.4846399920021458,0.5543326034609072,0.29203888447077664,0.5775743781200269
gifu,0.6583915855316945,0.7871650193110609,0.6409787657416709,0.9610506771330656,0.9994127000276752
graduat,0.4241935969525624,0.5125597706048934,0.21396424634883904,0.8472176366708348,0.21923072178329617
grain,0.34437542127475385,0.03246751261048175,0.7421226214346218,0.2881173022771296,0.3724319584135536
growth,0.16551562984315293,0.06586780488889443,0.6698052281576987,0.8102377954132192,0.10940212964122986
hao,0.5609017317398495,0.8103143728952696,0.19445372524702953,0.16958142668500198,0.47176275632715103
harvest,0.46373553915061116,0.2440943095594602,0.6116866473461533,0.36690635011056805,0.21133361629510672
health,0.7209393623663212,0.08290768579339147,0.09947813377569681,0.1382318492377531,0.10486325273247254
hempushpa,0.7627337785174801,0.21384169400844266,0.2904064482401051,0.5431875078313612,0.23585014064434784
homepag,0.4728441376766218,0.8553532572708169,0.4768851598449322,0.8558861178756192,0.33662187921684905
hospit,0.06055745896606468,0.7502188424574737,0.3471860483574204,0.9418596483516339,0.44409746781117276
hua,0.7365468778271063,0.49919143070488603,0.0739606899549976,0.8531439022204117,0.6867797833548912
huanglin,0.3459937249327866,0.46569157517599047,0.19090086028362818,0.5133396255773682,0.713190159893684
hub,0.5464126187786142,0.8782435656603528,0.941302530153966,0.7510473987927004,0.43648475708932677
hunan,0.6651149965143225,0.7731463011346805,0.6818279206470749,0.5668559429894774,0.8833759281034935
hydraul,0.24439909037690022,0.8211948648199177,0.7134405757997493,0.7387962526175141,0.4555169711862278
hyperspectr,0.8873513426732287,0.35907553401549186,0.144614550103908,0.13343167349653462,0.4144719259860393
imag,0.9773034564525465,0.29863392537140687,0.7798003006562073,0.9110013440860119,0.9702492221146741
imageri,0.38462186644590646,0.743337599018655,0.3243973157010347,0.9791915680457304,0.025736575934040662
india,0.32917247878121614,0.6312896159556457,0.3886266020993717,0.5491622249734991,0.20499837186526693
indian,0.41808876351842494,0.6070650377676755,0.07406287257829802,0.07059417581765615,0.11771607829017505
indic,0.5078680606386488,0.3923200600187199,0.4993956152129818,0.9356650022935296,0.6353776316364682
infect,0.022819339132366556,0.448664041460619,0.09132980752377151,0.07213179611962184,0.5039636970373319
inform,0.4477144699316713,0.9211486502260812,0.7951103809469257,0.655428113822708,0.06755654510670761
institut,0.7984038106270696,0.8518140761052815,0.32679565507646424,0.2841346181621339,0.014125969159861418
integr,0.13406982761905017,0.889736881386059,0.7906271501151988,0.49848174278114354,0.43173738823049357
iww,0.24871926561121716,0.5300149424402016,0.14803799875550272,0.39772535121391417,0.5867553278209529
japan,0.529696562475044,0.18405833566604923,0.35575985176130276,0.053604060784231744,0.05360446151849585
jingbo,0.8640747531426405,0.12813162762042274,0.22064812415359747,0.05488014868200053,0.9208652442729871
jinpeng,0.015602097794413683,0.5950093260720883,0.10653480604946786,0.11986417700351515,0.4777493074066256
john,0.8801012868578721,0.2699022231100633,0.6842494659454714,0.2956057892780378,0.7880573616766662
journal,0.1254957621864332,0.026040538569724436,0.9006871444932435,0.1770048758199213,0.42473689615347776
jun,0.7084801057880821,0.7196899472718268,0.26684045476650065,0.47473448316408795,0.6701562129014309
kaiwen,0.9734469764849969,0.9627337473758886,0.7028057788713155,0.47051884594370763,0.7688403541470721
katsurad,0.764757922779905,0.435075296421782,0.21113239028468078,0.25685868279771074,0.9201125983209981
keisuk,0.1489989052035251,0.46691940495027573,0.2053269055316611,0.6112751138311387,0.8704893675173087
key,0.8609067936026029,0.29866853832420337,0.43567096849200715,0.5691301374429056,0.30521833502362894
keylaboratori,0.27024900292663234,0.7555253906860333,0.376161546798535,0.4424060901419167,0.7812160295612319
keyword,0.2592690470655358,0.8184482787781207,0.9529859699296469,0.10568752470084097,0.3388327513653665
kiplagat,0.05503971683659392,0.6054678649485876,0.645033270920618,0.14293729673940303,0.7737185840193502
kobayashia,0.15740255647357582,0.23723259777448258,0.27745908112237505,0.23368203799380605,0.25604967539996415
kumar,0.3240737229161288,0.5902114547603651,0.7928790723903866,0.5670234346803172,0.4614391878177464
kushinoa,0.27873992524562274,0.9629248122044612,0.17649983711255557,0.5780707393397885,0.40688924220921296
l,0.42876893958967743,0.7853930169675402,0.17198092012106958,0.3959630813569561,0.4563142591566811
lab,0.8932636699566906,0.6233990780352093,0.7726891782154665,0.797896025668979,0.5850113270441086
laboratori,0.2148802496858836,0.6062994163393813,0.06089485007668949,0.7629181968983739,0.5102840468076197
learn,0.302204542618697,0.328657617425379,0.15729312228624648,0.9717429501146309,0.7929619674889438
level,0.2991626403274943,0.3541002568440208,0.01866736431051308,0.732736672060804,0.7725636701409301
li,0.7429478733189087,0.3539841045972122,0.7089381346192881,0.627168604086057,0.6023846977299686
lia,0.05370571067209917,0.8470157904521386,0.9373998681615641,0.4936074755089055,0.054495669729498264
liang,0.5413033922493177,0.6680145220116472,0.8392739012828311,0.06854949332478577,0.622510639218792
lihuawang,0.3269608850851118,0.9219438844067116,0.3586374672523791,0.4539588766900542,0.4747748337207566
list,0.8225389419041365,0.35519945009952936,0.056601535670833814,0.8887719120830263,0.32636293520736415
liu,0.7069985209317998,0.9295499414961454,0.6565372221286028,0.3832053856378841,0.7800496512793863
liua,0.6164200806616164,0.4491523069501363,0.10467152084888731,0.32903359475576544,0.9014824667046439
lli,0.7386843264442917,0.24276639683431167,0.4615355651844859,0.6080096658359482,0.0010111296687274063
lu,0.1352970640392962,0.2686677209757844,0.6929177077569514,0.604431144535472,0.9464604360340236
machida,0.23025321552958744,0.7676694385904715,0.6383146699502008,0.757442437325591,0.014446851844571396
machin,0.831195573637855,0.7761231136835477,0.03259446703174662,0.07096603688350767,0.003642858907719315
mail,0.8009472719795186,0.4854418700246538,0.3603329716493082,0.5653340415098151,0.99069156343574
maiz,0.3118170700289229,0.39045992686474384,0.7419261335039974,0.07860613258922411,0.09968355610179946
manag,0.1402629567739333,0.38574630220638517,0.28871236874711703,0.125068310052999,0.073248589899923
mandela,0.6095785465644835,0.42707896575000404,0.639479916118485,0.6446747300277671,0.10952086535516281
mara,0.45926475839082126,0.5010938547533359,0.12777672611273239,0.1330636181065491,0.35880165409696063
matthewsb,0.9813846574467832,0.7787394871389375,0.34881098651158426,0.7073887225660938,0.16972297811219905
mbeya,0.13626741111086793,0.5648112017560268,0.3114046689571589,0.12969162691808422,0.5242979474391296
measur,0.6432799365199046,0.7972618497381251,0.7633087435985517,0.5088838952161485,0.08697868711323808
mechan,0.37382087764091165,0.7386026651107973,0.6518064376854484,0.3653869536608766,0.39535009835701185
medic,0.030091914901940964,0.6265630961170364,0.06319046191196653,0.12089664058603933,0.7612133929342227
menai,0.19349663582127952,0.10507579630498398,0.7031209734250922,0.7435081244950138,0.7927147131413661
method,0.3837489221058519,0.5495508354340932,0.22094142110984605,0.42994501392384576,0.7689503571358851
ming,0.8843705502756875,0.9495092407171519,0.5043966999206759,0.7682778125236697,0.8894479909284252
model,0.8577946935485162,0.3921277653489106,0.8978152480268771,0.9538731923220082,0.9535810852849995
moe,0.9460437497432662,0.7456284106383647,0.7983016446263713,0.8685722586518411,0.33219619248974463
moistur,0.5732196837344025,0.8403049189705252,0.35005123914021696,0.9320523152904657,0.6335794352953471
mokesh,0.22095961166446154,0.8282095005272777,0.7010374552497551,0.8306459680658216,0.8510698626824524
mount,0.0011579848546099392,0.12938618377888433,0.8070119190377586,0.4933752728871723,0.04879005591945407
multi,0.22770244781369153,0.934763003808519,0.7475853846155825,0.9593220206458078,0.7765231661576805
multispectr,0.4877854077319793,0.30908685915695866,0.5910212345678745,0.8302657923638559,0.8080433606022379
mussa,0.9005789412658741,0.642876886831936,0.16921193369802967,0.8660972625270954,0.7457074645446271
must,0.47240210367892665,0.15587649463440967,0.10242890897480139,0.28848653164114657,0.38692868860721663
n,0.9791928961076222,0.15329339912131967,0.354957754555309,0.7003889216075204,0.9331078223621277
nation,0.38807377516267194,0.9740481542290589,0.10831784344587592,0.2431618407962215,0.37798151054237106
nbu,0.259560957994709,0.3924660327417905,0.7575772044933724,0.5954648082108661,0.8166852002871765
nelson,0.512556791238398,0.6218652697460052,0.5235264809465198,0.13344328942831762,0.5980644262360352
ningbo,0.11418015541646998,0.11666802039521762,0.9924070626867743,0.9747316764368682,0.43625446695699355
nm,0.9639696981754826,0.10340501501067023,0.27011916884128984,0.784013176161468,0.42642917393703295
nyamboa,0.5916434310366127,0.6795405649037636,0.07946111483665153,0.6995455101167795,0.2835387124954034
ofcoast,0.25454792221943734,0.9865966169306829,0.7727138004227355,0.10216133705852248,0.4118564805439312
ofgeographi,0.10907480553015425,0.27997406415843495,0.7633745143071252,0.2522920059777014,0.9004862582156646
ofintegr,0.2849141227307531,0.24106915701117748,0.12032248588781502,0.5434845142469052,0.18579639571229267
ofremot,0.8978798667734612,0.37088613421991834,0.6155598158696625,0.5423769071043882,0.9669588440768463
ofricechilosuppressali,0.5910314139692895,0.6436065761717786,0.6826981988935359,0.7800452561553817,0.7090954046403809
omarya,0.5057195612080972,0.30273138052115256,0.22167817891496389,0.16022374433611397,0.6059771610953241
oper,0.42471386665402433,0.4418873522699215,0.22789568647935832,0.7039152681067551,0.8401897533208722
optim,0.06389766938831087,0.3778041796179946,0.9523816355777643,0.2228690991829908,0.48726567625904804
orient,0.7939814958723038,0.13445640037214635,0.45330045414620435,0.49224225912817154,0.46576751372936653
orthopaed,0.8618310549357552,0.1761579253054395,0.07235803398084639,0.9707934682266822,0.6268664285286478
p,0.5233734051787114,0.3584608808839611,0.18682753381722705,0.7797839472934764,0.5004923600250301
paper,0.8567441742891191,0.739752377897221,0.6434792591365441,0.12310904143965884,0.9839683109946404
peopl,0.28636573135982624,0.15245040000372045,0.33159708001352295,0.46870179249510935,0.25892621843676555
philip,0.7651595513830809,0.696248479221594,0.09176288585543191,0.18000711237500922,0.5328541460284755
physiolog,0.46632342470130606,0.5207416474368525,0.6168492716774918,0.8447789419834655,0.6961813367745718
plant,0.2922111430914258,0.47411473548625704,0.00668656827304126,0.8814336953276034,0.0721973488942973
plot,0.30002088795792614,0.32421548585818083,0.010440021190317839,0.440566123643916,0.9166193054313092
polici,0.01208492664380767,0.05282165101263925,0.2318931113965751,0.6274622004231207,0.17923310978662266
potenti,0.7647131370248745,0.26366470817411203,0.32261534060152564,0.9095875260591778,0.8300345271565864
pradeep,0.18724008447970875,0.7511277044470434,0.4912927789401814,0.41118407593500117,0.56437613562539
predict,0.26203610216779905,0.7254643577181524,0.9731715135616285,0.40101697880928755,0.34251771751196725
prevent,0.894330843011807,0.1807258469230666,0.9133636631094676,0.51715200169056,0.9977244678568306
qiang,0.3482855764077669,0.3249831599077686,0.2781131995869628,0.8672394078953627,0.05064571649836447
qq,0.8874954828019507,0.5279524434676659,0.9261726605836499,0.3078213842571351,0.5878027155980516
qualiti,0.16690725593545763,0.130356008476589,0.2630277501802276,0.4026902389355692,0.026553899574176087
quinoa,0.3840452094072956,0.3065280064607082,0.1698427924507061,0.16834308003913834,0.5070019918958529
r,0.8736558574115115,0.4988720028727265,0.47418709518115143,0.8180301455605508,0.255940780350568
random,0.45946840987126325,0.11066338097639261,0.7894978313658438,0.9608007434204131,0.012503584339423224
rayalug,0.2966531261070594,0.10375674650276223,0.9732244742579906,0.3015078425729607,0.11247854269715607
regener,0.531197673442664,0.6029053050094056,0.6666659737759302,0.8768839549910815,0.3516952773389689
remot,0.3544837344535119,0.5342708800915908,0.30822839223427956,0.2253540513673863,0.20175729749645654
republ,0.08354366073370167,0.8370016240321578,0.9421949598606101,0.2274733683765231,0.3644373396018691
research,0.5009859344859497,0.660490554365248,0.004375877813404538,0.8929047314038517,0.7765997573049661
resourc,0.6279640265499018,0.35045069054270184,0.6172170523248781,0.3372957946391253,0.7282053317990215
respiratori,0.961421138333825,0.16091559027802516,0.8220123341526503,0.3365825929282056,0.08425578062380568
result,0.1718830211724406,0.12826460409513218,0.6488261073701861,0.5575199033469673,0.31042461471742766
rice,0.6745231238655466,0.40319439377855704,0.08243072196103463,0.6854265405151526,0.7665294536070869
risk,0.7304026638910394,0.07067245566713098,0.0004382200745008946,0.8517709166486602,0.8350154663778608
rong,0.6168500211797298,0.6938241160973181,0.5058902791515434,0.07682850503650829,0.03756108060573915
roorke,0.36937136687756655,0.5572232624528749,0.3185381607866806,0.2971264105184178,0.00014496959282683797
sahua,0.17583798172068443,0.9434896486568262,0.4892982190110716,0.6333093542470642,0.5837765588632782
sar,0.5242566687478041,0.059667575972414455,0.41661340672508995,0.793731774451503,0.9915944498368403
sarukb,0.09867826349676678,0.8987185673987368,0.14043269266723868,0.9972628773059964,0.006450072192642153
satellit,0.5376941019975252,0.0411593035529918,0.4681762008753295,0.8052319008892174,0.08612584460909511
saurabh,0.7574515206277855,0.11267432853214254,0.9253757548127131,0.3641408851005187,0.7134927082151971
sayako,0.7497201804983176,0.9715235071744375,0.05736057018625651,0.4718512565128805,0.5188721881987379
sayo,0.7474748937558537,0.4384028040454453,0.380686301273803,0.8766554589312492,0.16730711873608484
scale,0.879194130802849,0.7490386410086621,0.3421962869059245,0.8231325728811828,0.747960045361112
school,0.8918741275588871,0.9172721651706277,0.33549090265192083,0.568986888680008,0.8082006290971546
scienc,0.7334565109151692,0.18195293659126954,0.9563435599288204,0.918290337508326,0.6364433153475497
sciencedirect,0.36120153324411153,0.7578683664358581,0.6093538755192845,0.9602090870916682,0.8164397973413324
secur,0.46009005695350447,0.5410779492611284,0.39143725769105364,0.7302326596283876,0.7986147223106601
sens,0.5114531737419662,0.10979305614439838,0.4631073627253738,0.24746783534106842,0.592900658372468
sentinel,0.9887241693927317,0.7843305769452827,0.37004921023151394,0.5329011898702315,0.12953563604373253
sesaya,0.08878163739027067,0.16547449489779653,0.7235434327977615,0.2365435794326095,0.7611909442949545
shoko,0.8276119230670442,0.22207638841840405,0.24620167474452637,0.9943820699067971,0.7058953943809883
shunsuk,0.7385888630178815,0.6083473150538223,0.3924952775875906,0.45432117519298076,0.09572375381303078
smart,0.7921030519171891,0.6769571974513293,0.25961927360236525,0.8808956413050572,0.9417491936916026
sourc,0.959571727605369,0.027715241347394115,0.6674830023058097,0.41964648005774097,0.8155036227591571
spectral,0.8602256983047576,0.7199511437663354,0.609214436141079,0.34536691500959016,0.589875074762969
stage,0.6186926641234681,0.1948756797283947,0.5591613464930366,0.03093818484906763,0.6933217372216849
street,0.9285028078257257,0.040552093995537275,0.6162753525004393,0.6383090385954288,0.3657889225025547
structur,0.5512193565049726,0.13926903013250969,0.97797957078002,0.7204799182239479,0.38352000543271314
sustain,0.6303473959769247,0.8809136467776901,0.6480265462775329,0.8117670228636261,0.7205253693843031
system,0.6751925461140534,0.6592959225088629,0.08863786170564492,0.44601921088328755,0.06261922609857629
tamagawa,0.4871330676836759,0.5169114333546396,0.489611938270201,0.4134168311745693,0.3832910220147836
tanzania,0.8676658278731296,0.33860704683826237,0.8926071763512148,0.9430002791168841,0.21112550583559941
technolog,0.34314795877598814,0.6035329015906183,0.9594088157174777,0.472062605171084,0.09789326740871629
tian,0.0025791316706743617,0.922106878078295,0.7604915275886236,0.10065739476219338,0.197561957810945
tianjin,0.5652187882958802,0.6819904621701041,0.8782387281720095,0.7164006307678741,0.26435707390617325
time,0.7297905927127154,0.8900777528884128,0.8716398412902423,0.5097801337229022,0.02340843754497679
tokyo,0.4253982535288653,0.42033467850473794,0.3961004563364404,0.32158905205129595,0.6835239841757192
tomoaki,0.8439089321241896,0.9827707230714027,0.3817856241827654,0.13832356594374273,0.3724673222280255
transfer,0.35571947845851637,0.5843350838659417,0.29910052791025465,0.6361045063955075,0.6764013256255843
travel,0.7293918574878827,0.5580775356704938,0.22724992735021676,0.2663411598730967,0.23502826322394177
uav,0.5817762154183438,0.6926402124406439,0.5654397801103481,0.25273594106013686,0.3972206063644006
uk,0.1099271694136269,0.6917118866608906,0.26141531871095347,0.8023658624782369,0.19147588042072683
univers,0.6654763766218458,0.8060884260518824,0.33950280434701974,0.48871300618435154,0.33002197052561055
use,0.9161068247346046,0.1945383420223713,0.6507902381149515,0.6344927730731421,0.17313849140571724
uttarakhand,0.5605030809223829,0.6803807626061021,0.831684352778891,0.37025374800325717,0.3050074969841573
vellor,0.42880143452168573,0.15188120219024004,0.5505789658016252,0.19262094798406282,0.973840725913877
vijaya,0.21793751116322746,0.049607972455700255,0.6807417908172844,0.29878826743839215,0.8643803930796015
wang,0.2174116568168225,0.3163919506881071,0.32913510538107393,0.4481087095624028,0.7141684590559082
wanglihua,0.5699990496261395,0.4008366360159349,0.4497029302665271,0.06617180934973643,0.5423059401559831
water,0.35766986161195036,0.09622807430952385,0.7053418533296895,0.7642519282275712,0.43310203245176626
weikang,0.9432024709867558,0.8207767730172404,0.9195538800974943,0.22837858756303975,0.7238693907109991
weiweisun,0.5012857237436558,0.9620194923378917,0.40831767884650827,0.8541192447630667,0.9944520047894282
weix,0.16442542455770082,0.18948455338333137,0.6626388094686306,0.6783535026802548,0.002134009828295813
www,0.42651068650448243,0.8914974532175085,0.18947229945414412,0.1435408293174032,0.7146878390851715
xiaojun,0.6301864489359063,0.3481520958485155,0.03547813946927214,0.4045641115368733,0.160971485806081
yamaguchib,0.28775288258234,0.21226794628931045,0.3142249341916823,0.4394962197757045,0.12807908178789762
yan,0.2838449069715502,0.07853340007345211,0.047066576019281436,0.4978631510000632,0.9042996062953467
yanagido,0.6516829233573298,0.06189855612327566,0.8315331079752039,0.7312207859439633,0.4346871221740578
yang,0.4115811572303717,0.08015859095010158,0.5894019721399726,0.6472955860752805,0.21350892953197864
yanxiaobao,0.11241629442529655,0.5081070300971811,0.9258829098743497,0.7903527049337,0.6439738828476667
yasuharu,0.615503086763053,0.1790797559545071,0.01662568131377029,0.10389308049313162,0.01490884528973857
yield,0.24334399722281286,0.6386767248408254,0.3850486527588882,0.22870875554905967,0.23971069127155775
yongchao,0.35310101961034546,0.16828160631054134,0.9232666660569504,0.13746975482104795,0.9412888341319359
yoshikawac,0.536586693307531,0.9995618593833389,0.8656666914653071,0.7126766838988113,0.999221800967034
